asset_ref,no_damage,slight,moderate,extreme,complete
a1253,2.415852001E+02,3.020457155E+00,1.799622778E+00,4.457381521E-01,1.489817922E-01
a1254,2.418845967E+02,2.836332933E+00,1.695869685E+00,4.274876841E-01,1.557129823E-01
a1255,2.428754137E+02,2.366319298E+00,1.359553056E+00,3.114678251E-01,8.724614819E-02
a1256,2.431380725E+02,2.787768974E+00,1.604006229E+00,3.676109706E-01,1.025412967E-01
a1257,2.434553848E+02,2.605257652E+00,1.497385516E+00,3.436564418E-01,9.831559425E-02
a1258,2.451151799E+02,2.224040647E+00,1.281636635E+00,2.956308327E-01,8.351198329E-02
a1259,2.453217979E+02,2.688671630E+00,1.542786125E+00,3.511799286E-01,9.556443767E-02
a126,3.920193361E+00,4.435325300E-02,2.641608619E-02,6.622406705E-03,2.414893350E-03
a1260,2.460527626E+02,2.259338111E+00,1.301070429E+00,3.003264328E-01,8.650244874E-02
a1261,2.452627134E+02,2.710632037E+00,1.562639293E+00,3.605467270E-01,1.034685294E-01
a1262,2.466144507E+02,2.514475901E+00,1.446125309E+00,3.317826236E-01,9.316546963E-02
a1263,2.464146947E+02,2.631082306E+00,1.511363139E+00,3.458177417E-01,9.704208074E-02
a1264,2.477729517E+02,1.848783337E+00,1.064539785E+00,2.452380675E-01,6.848708409E-02
a1265,2.465953988E+02,3.019212612E+00,1.796668753E+00,4.432239756E-01,1.454958208E-01
a1266,2.507663916E+02,2.429611092E+00,1.395717070E+00,3.194449457E-01,8.883533555E-02
a1267,2.515718789E+02,2.541486537E+00,1.459560737E+00,3.338800938E-01,9.319369990E-02
a1268,2.521375002E+02,2.206548394E+00,1.275215763E+00,2.960144436E-01,8.472124778E-02
a1269,2.522730561E+02,2.134865402E+00,1.229667840E+00,2.832520441E-01,7.915862257E-02
a127,3.918648582E+00,4.542295775E-02,2.700302786E-02,6.677510984E-03,2.247921830E-03
a1270,2.508781414E+02,4.096947469E+00,2.352250285E+00,5.316648868E-01,1.409959758E-01
a1271,2.534328341E+02,2.622306673E+00,1.505826859E+00,3.439808886E-01,9.505147271E-02
a1272,2.551086491E+02,2.802927590E+00,1.613690293E+00,3.706356405E-01,1.040974096E-01
a1273,2.536182850E+02,3.674294772E+00,2.104863377E+00,4.753038637E-01,1.272529536E-01
a1274,2.554104433E+02,2.622676423E+00,1.514182604E+00,3.509453164E-01,1.017523557E-01
a1275,2.558948903E+02,2.923799636E+00,1.683983280E+00,3.873182362E-01,1.100085439E-01
a1276,2.553541492E+02,3.151377450E+00,1.877117366E+00,4.640867217E-01,1.532692948E-01
a1277,2.564694208E+02,3.078990287E+00,1.832699661E+00,4.570114304E-01,1.618778507E-01
a1278,2.575924162E+02,2.530122875E+00,1.452955280E+00,3.322564314E-01,9.224917627E-02
a1279,2.598024731E+02,2.385783712E+00,1.386861735E+00,3.266800936E-01,9.820137281E-02
a128,3.918540275E+00,4.555377985E-02,2.704314966E-02,6.656922454E-03,2.205873122E-03
a1280,2.597119754E+02,3.021737164E+00,1.747456710E+00,4.045036075E-01,1.143270712E-01
a1281,2.616541977E+02,2.489515984E+00,1.432204227E+00,3.296930473E-01,9.438900170E-02
a1282,2.623403168E+02,2.094935719E+00,1.206959392E+00,2.786783907E-01,7.910972657E-02
a1283,2.621267151E+02,2.209625946E+00,1.277565213E+00,2.980027578E-01,8.809096518E-02
a1284,2.612006223E+02,2.747773950E+00,1.583401867E+00,3.647305631E-01,1.034712792E-01
a1285,2.609552224E+02,3.450712981E+00,1.997140974E+00,4.631557256E-01,1.337679159E-01
a1286,2.634262161E+02,2.034064936E+00,1.178469559E+00,2.769410473E-01,8.430837231E-02
a1287,2.632151535E+02,2.164518222E+00,1.248915930E+00,2.891210727E-01,8.229129143E-02
a1288,2.624390829E+02,2.608746829E+00,1.502809743E+00,3.474451893E-01,1.019152986E-01
a1289,2.623660377E+02,2.651287099E+00,1.527054050E+00,3.526944058E-01,1.029267609E-01
a129,3.920084990E+00,4.591490068E-02,2.635279136E-02,6.001956323E-03,1.645362068E-03
a1290,2.636873121E+02,2.462268589E+00,1.423443500E+00,3.309544791E-01,9.602136671E-02
a1291,2.600753317E+02,4.527654738E+00,2.619422013E+00,6.043005759E-01,1.732909429E-01
a1292,2.656595036E+02,2.484659620E+00,1.430562012E+00,3.300989356E-01,9.517584729E-02
a1293,2.672268261E+02,2.731317368E+00,1.574662447E+00,3.633918644E-01,1.038022425E-01
a1294,2.677259161E+02,3.565939957E+00,2.073535170E+00,4.872857453E-01,1.473229806E-01
a1295,2.719743444E+02,1.718014532E+00,9.974729029E-01,2.363079823E-01,7.386022538E-02
a1296,2.709554386E+02,2.310554535E+00,1.333896636E+00,3.098175929E-01,9.029261264E-02
a1297,2.710771153E+02,2.816896668E+00,1.624274389E+00,3.748877758E-01,1.068259017E-01
a1298,2.708001958E+02,2.978819233E+00,1.716951199E+00,3.945410715E-01,1.094926961E-01
a1299,2.709910463E+02,2.864445918E+00,1.652230185E+00,3.819874254E-01,1.102901695E-01
a13,9.825738570E-01,9.964141579E-03,5.750602552E-03,1.330348569E-03,3.810502885E-04
a130,3.912105204E+00,4.965870415E-02,2.911827573E-02,6.961673377E-03,2.156142832E-03
a1300,2.719101460E+02,2.919900243E+00,1.676731429E+00,3.839689151E-01,1.092534486E-01
a1301,2.730615925E+02,2.247506381E+00,1.298529202E+00,3.026566666E-01,8.971521813E-02
a1302,2.714871473E+02,3.746751478E+00,2.148307157E+00,4.865539592E-01,1.312401073E-01
a1303,2.746025134E+02,1.945761002E+00,1.119332638E+00,2.583148384E-01,7.407815571E-02
a1304,2.730387949E+02,2.839024271E+00,1.636678311E+00,3.776777138E-01,1.078248373E-01
a1305,2.724542070E+02,3.765167200E+00,2.159862807E+00,4.893028309E-01,1.314601445E-01
a1306,2.749381677E+02,2.322150429E+00,1.339565797E+00,3.104546274E-01,8.966146573E-02
a1307,2.730848199E+02,3.300240358E+00,1.960779770E+00,4.859227013E-01,1.682373071E-01
a1308,2.770687194E+02,2.830631389E+00,1.625010922E+00,3.715682856E-01,1.040699556E-01
a1309,2.794820502E+02,2.027010103E+00,1.158542880E+00,2.623581659E-01,7.003863995E-02
a131,3.923652141E+00,4.317931724E-02,2.524338756E-02,6.027781562E-03,1.897372739E-03
a1310,2.792697238E+02,2.715085640E+00,1.559669808E+00,3.567889162E-01,9.873182265E-02
a1311,2.776057749E+02,3.668388613E+00,2.109989154E+00,4.821340662E-01,1.337132433E-01
a1312,2.800737426E+02,2.242897723E+00,1.295806443E+00,3.010519947E-01,8.650124873E-02
a1313,2.785117740E+02,3.144033562E+00,1.811357096E+00,4.162721209E-01,1.165632201E-01
a1314,2.780587714E+02,3.413051869E+00,1.959866039E+00,4.463027098E-01,1.220079771E-01
a1315,2.751024833E+02,5.090512450E+00,2.943028811E+00,6.754905406E-01,1.884849256E-01
a1316,2.785466084E+02,4.294372474E+00,2.459234186E+00,5.536409465E-01,1.461440128E-01
a1317,2.827910028E+02,2.401992522E+00,1.387698527E+00,3.233480264E-01,9.595816003E-02
a1318,2.823593351E+02,3.235473533E+00,1.860938282E+00,4.260038185E-01,1.182492551E-01
a1319,2.820845391E+02,3.392222298E+00,1.951611888E+00,4.469298171E-01,1.246968883E-01
a132,3.919657143E+00,4.535893247E-02,2.656330783E-02,6.371936964E-03,2.048679907E-03
a1320,2.827846105E+02,2.991980962E+00,1.718809005E+00,3.936032234E-01,1.109962676E-01
a1321,2.824519400E+02,3.142195689E+00,1.835473221E+00,4.363695235E-01,1.340215931E-01
a1322,2.827413867E+02,3.487009432E+00,2.081576555E+00,5.172330738E-01,1.727942692E-01
a1323,2.850154791E+02,2.853077209E+00,1.643344682E+00,3.790694167E-01,1.090296018E-01
a1324,2.861122095E+02,2.217935083E+00,1.282513155E+00,2.992614097E-01,8.808088174E-02
a1325,2.865670065E+02,2.528368919E+00,1.460816072E+00,3.409136077E-01,1.028948896E-01
a1326,2.853998336E+02,3.209281295E+00,1.847433375E+00,4.242014074E-01,1.192503305E-01
a1327,2.864973341E+02,2.578461838E+00,1.485770222E+00,3.424257202E-01,9.600815743E-02
a1328,2.858602660E+02,2.956913852E+00,1.694114665E+00,3.845950535E-01,1.041104473E-01
a1329,2.873394254E+02,2.660522410E+00,1.539641080E+00,3.579623927E-01,1.024487541E-01
a133,3.918449115E+00,4.514948112E-02,2.705037805E-02,6.845001156E-03,2.506024187E-03
a1330,2.871288424E+02,3.293050937E+00,1.943424559E+00,4.748612930E-01,1.598208525E-01
a1331,2.883709860E+02,2.623928655E+00,1.531942606E+00,3.636380893E-01,1.095046733E-01
a1332,2.866651759E+02,3.504624418E+00,2.100693781E+00,5.325334415E-01,1.969724300E-01
a1333,2.868558834E+02,3.439283042E+00,2.037135949E+00,5.002675573E-01,1.674300537E-01
a1334,2.868367323E+02,3.443080392E+00,2.042091410E+00,5.044038475E-01,1.736920626E-01
a1335,2.882668910E+02,3.872652877E+00,2.220832338E+00,5.034563382E-01,1.361674377E-01
a1336,2.918631376E+02,2.360015497E+00,1.363838967E+00,3.182276720E-01,9.478025072E-02
a1337,2.910250840E+02,2.847341867E+00,1.640922738E+00,3.786182511E-01,1.080331244E-01
a1338,2.931317235E+02,2.776842061E+00,1.606728267E+00,3.746183601E-01,1.100878478E-01
a1339,2.928059183E+02,2.966877687E+00,1.713654815E+00,3.976759469E-01,1.158732159E-01
a134,3.921743619E+00,4.527130925E-02,2.575737627E-02,5.743329256E-03,1.484366531E-03
a1340,2.940728928E+02,2.826359735E+00,1.624087440E+00,3.722700496E-01,1.043899520E-01
a1341,2.916213083E+02,4.245518616E+00,2.434776098E+00,5.508123812E-01,1.475846054E-01
a1342,2.936827708E+02,3.590065595E+00,2.090495561E+00,4.915636644E-01,1.451043698E-01
a1343,2.950540114E+02,2.819755687E+00,1.632016764E+00,3.810699378E-01,1.131461924E-01
a1344,2.951462457E+02,3.351571635E+00,1.930554746E+00,4.444805857E-01,1.271473429E-01
a1345,2.968297136E+02,3.504317864E+00,2.038953651E+00,4.806951571E-01,1.463196922E-01
a1346,2.975708331E+02,3.114494088E+00,1.789937735E+00,4.099141921E-01,1.148209147E-01
a1347,2.980384786E+02,2.836510299E+00,1.634731904E+00,3.786203377E-01,1.116588743E-01
a1348,2.985521387E+02,3.615201951E+00,2.138799186E+00,5.226968447E-01,1.711633040E-01
a1349,2.998963243E+02,2.924255430E+00,1.682820558E+00,3.870444406E-01,1.095552683E-01
a135,3.915486443E+00,4.689779383E-02,2.807595183E-02,7.057058767E-03,2.482752681E-03
a1350,3.022200708E+02,2.741500135E+00,1.576863764E+00,3.616797119E-01,9.988555824E-02
a1351,2.992459392E+02,5.032066898E+00,2.894611496E+00,6.553845333E-01,1.719979003E-01
a1352,3.018085956E+02,3.552760974E+00,2.042385761E+00,4.668988530E-01,1.293587962E-01
a1353,3.033054983E+02,3.733182931E+00,2.226199087E+00,5.518340472E-01,1.832856324E-01
a1354,3.089168839E+02,2.902183614E+00,1.676303850E+00,3.898258353E-01,1.148028243E-01
a1355,3.082613808E+02,3.281771943E+00,1.894739161E+00,4.379157811E-01,1.241922694E-01
a1356,3.101807551E+02,2.743702648E+00,1.590756697E+00,3.731542624E-01,1.116312477E-01
a1357,3.098789116E+02,2.935369955E+00,1.688005115E+00,3.878852112E-01,1.098281158E-01
a1358,3.135494519E+02,2.538430419E+00,1.467382311E+00,3.425827116E-01,1.021526095E-01
a1359,3.135169041E+02,3.140872630E+00,1.807075607E+00,4.158591134E-01,1.192885342E-01
a136,3.931414736E+00,3.919387879E-02,2.263299615E-02,5.245555650E-03,1.512833535E-03
a1360,3.089987110E+02,6.362922957E+00,3.632249177E+00,8.046858728E-01,2.014310103E-01
a1361,3.168570859E+02,2.944562022E+00,1.695654772E+00,3.910098542E-01,1.116874290E-01
a1362,3.169788354E+02,2.861793450E+00,1.657200391E+00,3.873967762E-01,1.147740034E-01
a1363,3.178473466E+02,2.954121798E+00,1.698630466E+00,3.900761740E-01,1.098249146E-01
a1364,3.183798572E+02,2.644632915E+00,1.525033663E+00,3.519733166E-01,9.850288297E-02
a1365,3.180190271E+02,3.425914532E+00,1.973137864E+00,4.538451348E-01,1.280754104E-01
a1366,3.192938679E+02,3.262237734E+00,1.882256164E+00,4.357026712E-01,1.259355254E-01
a1367,3.193298081E+02,3.241608186E+00,1.870861385E+00,4.330546280E-01,1.246676847E-01
a1368,3.206191630E+02,3.085375701E+00,1.773667385E+00,4.070544482E-01,1.147394435E-01
a1369,3.223520599E+02,3.233868114E+00,1.861120141E+00,4.288806786E-01,1.240711923E-01
a137,3.919786264E+00,4.589332082E-02,2.648445524E-02,6.108625839E-03,1.727334089E-03
a1370,3.223348522E+02,3.250581173E+00,1.867837969E+00,4.276426134E-01,1.190860565E-01
a1371,3.224954215E+02,3.669002817E+00,2.151038451E+00,5.172448269E-01,1.672924119E-01
a1372,3.238205064E+02,3.996575316E+00,2.383297431E+00,5.939745102E-01,2.056463013E-01
a1373,3.279269509E+02,2.306222599E+00,1.345487977E+00,3.210383836E-01,1.003001644E-01
a1374,3.251614980E+02,3.837329101E+00,2.270485304E+00,5.534671168E-01,1.772204301E-01
a1375,3.276029879E+02,3.078609299E+00,1.781097190E+00,4.152191170E-01,1.220864657E-01
a1376,3.216190656E+02,6.587956808E+00,3.756323900E+00,8.301011232E-01,2.065525666E-01
a1377,3.263126504E+02,4.424249506E+00,2.535600537E+00,5.736240002E-01,1.538755296E-01
a1378,3.270796352E+02,3.831221816E+00,2.293445227E+00,5.806098677E-01,2.150878455E-01
a1379,3.286876981E+02,3.635257080E+00,2.082034089E+00,4.706941799E-01,1.243165442E-01
a138,3.925229399E+00,4.337559163E-02,2.460240000E-02,5.438740283E-03,1.353868759E-03
a1380,3.279193983E+02,3.940709949E+00,2.347591022E+00,5.858416847E-01,2.064590897E-01
a1381,3.285099298E+02,3.676022698E+00,2.145676512E+00,5.099144074E-01,1.584566286E-01
a1382,3.301715069E+02,3.338578910E+00,1.920704801E+00,4.420791370E-01,1.271302056E-01
a1383,3.316154680E+02,3.078115203E+00,1.774144161E+00,4.110672632E-01,1.212054230E-01
a1384,3.291561081E+02,4.477142391E+00,2.595733144E+00,6.018272946E-01,1.691890718E-01
a1385,3.326829091E+02,2.452600219E+00,1.424720739E+00,3.366734075E-01,1.030965702E-01
a1386,3.320183299E+02,3.875783549E+00,2.313032276E+00,5.813398240E-01,2.115144045E-01
a1387,3.276296877E+02,6.580061316E+00,3.752775559E+00,8.302874269E-01,2.071879739E-01
a1388,3.354953443E+02,3.702188292E+00,2.151661155E+00,5.040929580E-01,1.467133353E-01
a1389,3.351686869E+02,3.848598145E+00,2.263891060E+00,5.460593867E-01,1.727644623E-01
a139,3.937193623E+00,3.579070738E-02,2.073169385E-02,4.848073310E-03,1.435902389E-03
a1390,3.374944211E+02,3.149711247E+00,1.815753006E+00,4.196196008E-01,1.204950378E-01
a1391,3.366163069E+02,3.647513710E+00,2.108828066E+00,4.884827693E-01,1.388685293E-01
a1392,3.378455210E+02,2.950923651E+00,1.699609173E+00,3.921500269E-01,1.117961967E-01
a1393,3.329294325E+02,6.404588996E+00,3.653505814E+00,8.096333401E-01,2.028393549E-01
a1394,3.392169050E+02,3.318802344E+00,1.906831545E+00,4.363842932E-01,1.210768398E-01
a1395,3.395302014E+02,3.135694938E+00,1.803324780E+00,4.142389753E-01,1.165398741E-01
a1396,3.380993090E+02,3.910275047E+00,2.284399071E+00,5.419492031E-01,1.640677186E-01
a1397,3.404068715E+02,3.207913721E+00,1.845480892E+00,4.231257301E-01,1.166081884E-01
a1398,3.410409801E+02,3.422324850E+00,1.964496675E+00,4.485202695E-01,1.236780841E-01
a1399,3.418344035E+02,2.936953370E+00,1.705332020E+00,4.016437746E-01,1.216673021E-01
a14,9.822866510E-01,1.034127118E-02,5.820954647E-03,1.260857090E-03,2.902661229E-04
a140,3.850763591E+00,8.744115326E-02,4.916516583E-02,1.042042909E-02,2.209660919E-03
a1400,3.419567143E+02,2.879093327E+00,1.662789040E+00,3.870970370E-01,1.143062652E-01
a1401,3.431505496E+02,2.204051752E+00,1.268614705E+00,2.931400828E-01,8.364384728E-02
a1402,3.423389025E+02,3.240647577E+00,1.866551312E+00,4.306131964E-01,1.232854515E-01
a1403,3.427172124E+02,3.012777831E+00,1.745098442E+00,4.070725361E-01,1.178388182E-01
a1404,3.420020383E+02,3.426302192E+00,1.979104801E+00,4.592302526E-01,1.333244684E-01
a1405,3.423340767E+02,3.247839797E+00,1.868572813E+00,4.292443637E-01,1.202663517E-01
a1406,3.428867495E+02,3.519891755E+00,2.014675181E+00,4.562527146E-01,1.224308758E-01
a1407,3.444695956E+02,3.149568020E+00,1.824942933E+00,4.275870378E-01,1.283064020E-01
a1408,3.403110391E+02,5.583746824E+00,3.198449318E+00,7.189020071E-01,1.878627772E-01
a1409,3.449516907E+02,2.885943529E+00,1.666035437E+00,3.861500387E-01,1.101803425E-01
a141,3.928647755E+00,4.139855193E-02,2.348313047E-02,5.190569050E-03,1.279993965E-03
a1410,3.455852147E+02,3.096604983E+00,1.784940805E+00,4.131933897E-01,1.200461075E-01
a1411,3.464076770E+02,2.625145729E+00,1.514223072E+00,3.512477266E-01,1.017064546E-01
a1412,3.452869437E+02,3.812568868E+00,2.219626573E+00,5.234631489E-01,1.573977490E-01
a1413,3.470402421E+02,2.829207470E+00,1.635245250E+00,3.816219984E-01,1.136831452E-01
a1414,3.458201812E+02,3.553382236E+00,2.035526709E+00,4.629609812E-01,1.279488406E-01
a1415,3.488508238E+02,2.371549857E+00,1.368373324E+00,3.176910661E-01,9.156196147E-02
a1416,3.462219407E+02,5.056629832E+00,2.896032425E+00,6.527385774E-01,1.726585082E-01
a1417,3.491288058E+02,3.356604857E+00,1.936706886E+00,4.484708482E-01,1.294116249E-01
a1418,3.501137210E+02,3.359547799E+00,1.941498333E+00,4.518460011E-01,1.333868887E-01
a1419,3.497352054E+02,3.586794947E+00,2.067314120E+00,4.762647049E-01,1.344208141E-01
a142,3.914525619E+00,4.825217755E-02,2.826953354E-02,6.779802551E-03,2.172867140E-03
a1420,3.491847045E+02,3.846598279E+00,2.252109585E+00,5.410878402E-01,1.754998206E-01
a1421,3.498849682E+02,4.076755120E+00,2.347243559E+00,5.390624783E-01,1.519706866E-01
a1422,3.477091426E+02,5.351329165E+00,3.066293551E+00,6.909562731E-01,1.822783662E-01
a1423,3.552324191E+02,2.185936344E+00,1.237796363E+00,2.745690810E-01,6.927906499E-02
a1424,3.533565703E+02,3.214805408E+00,1.862537307E+00,4.360629149E-01,1.300240467E-01
a1425,3.539444548E+02,3.468700866E+00,1.996060484E+00,4.594933305E-01,1.312904913E-01
a1426,3.530621895E+02,3.914451724E+00,2.294505598E+00,5.516426144E-01,1.772105731E-01
a1427,3.548605697E+02,2.935076450E+00,1.696248511E+00,3.943753494E-01,1.137300253E-01
a1428,3.559603913E+02,2.879702823E+00,1.662289266E+00,3.858934577E-01,1.117231575E-01
a1429,3.543653602E+02,4.243576421E+00,2.532852326E+00,6.340128045E-01,2.241982551E-01
a143,3.920701675E+00,4.477900729E-02,2.625865088E-02,6.293025942E-03,1.967640435E-03
a1430,3.569476332E+02,3.465655529E+00,1.995676102E+00,4.598513579E-01,1.311838288E-01
a1431,3.612402935E+02,1.629111305E+00,9.019282330E-01,1.892239284E-01,3.944308099E-02
a1432,3.601270789E+02,2.786146699E+00,1.608555415E+00,3.727201683E-01,1.054988577E-01
a1433,3.593745366E+02,3.724862896E+00,2.193885630E+00,5.329305176E-01,1.737843196E-01
a1434,3.613924825E+02,2.641719684E+00,1.519974099E+00,3.493581941E-01,9.646557188E-02
a1435,3.606816812E+02,3.621602455E+00,2.082541248E+00,4.783693207E-01,1.358057781E-01
a1436,3.612030433E+02,3.873565863E+00,2.246080781E+00,5.243155706E-01,1.529944767E-01
a1437,3.641702442E+02,2.767287827E+00,1.593735771E+00,3.669608113E-01,1.017713693E-01
a1438,3.628323356E+02,3.527068159E+00,2.032053311E+00,4.701759359E-01,1.383669874E-01
a1439,3.649644888E+02,2.866954422E+00,1.661362229E+00,3.899622372E-01,1.172322815E-01
a144,3.932616068E+00,3.847698331E-02,2.223828645E-02,5.167169907E-03,1.501492049E-03
a1440,3.665284657E+02,4.286811923E+00,2.465140484E+00,5.637070138E-01,1.558749029E-01
a1441,3.679022554E+02,3.444346644E+00,2.019500764E+00,4.841150054E-01,1.497821511E-01
a1442,3.687212715E+02,3.007212684E+00,1.739961832E+00,4.076366722E-01,1.239173339E-01
a1443,3.701669583E+02,3.331872100E+00,1.922928349E+00,4.467123400E-01,1.315288820E-01
a1444,3.695083174E+02,3.723766639E+00,2.139784612E+00,4.903159952E-01,1.378153394E-01
a1445,3.697309538E+02,3.600931558E+00,2.067861816E+00,4.719115164E-01,1.283413077E-01
a1446,3.716802818E+02,3.046444503E+00,1.754862600E+00,4.045576569E-01,1.138533933E-01
a1447,3.720673426E+02,2.822507750E+00,1.624507950E+00,3.757312624E-01,1.099104397E-01
a1448,3.679394498E+02,5.155704968E+00,2.999918052E+00,7.017764839E-01,2.031507012E-01
a1449,3.718791334E+02,3.509897542E+00,2.018003729E+00,4.630788134E-01,1.298865322E-01
a145,3.923464472E+00,4.367873241E-02,2.528086029E-02,5.877371740E-03,1.698563603E-03
a1450,3.727949898E+02,4.112175493E+00,2.377273012E+00,5.527369684E-01,1.628247396E-01
a1451,3.763611030E+02,3.202501820E+00,1.861545802E+00,4.398981104E-01,1.349513060E-01
a1452,3.766240195E+02,3.656240823E+00,2.103119933E+00,4.824766339E-01,1.341431218E-01
a1453,3.763342163E+02,3.825722671E+00,2.197732933E+00,5.027374248E-01,1.395906783E-01
a1454,3.757741713E+02,4.144060656E+00,2.384045395E+00,5.460466703E-01,1.516760256E-01
a1455,3.755050126E+02,4.168739784E+00,2.493559950E+00,6.228060226E-01,2.098816180E-01
a1456,3.794233802E+02,3.178588751E+00,1.838670235E+00,4.300671637E-01,1.292936321E-01
a1457,3.790243382E+02,3.399112737E+00,1.974614822E+00,4.641326760E-01,1.378016039E-01
a1458,3.797708741E+02,3.558434088E+00,2.052421003E+00,4.765337948E-01,1.417369792E-01
a1459,3.788702061E+02,4.082074831E+00,2.352103330E+00,5.417445283E-01,1.538712188E-01
a146,3.926441364E+00,4.304233428E-02,2.415444983E-02,5.191420650E-03,1.170431451E-03
a1460,3.787177874E+02,4.595665248E+00,2.749703949E+00,6.912849122E-01,2.455585379E-01
a1461,3.807685187E+02,3.545003370E+00,2.055527885E+00,4.831898177E-01,1.477602682E-01
a1462,3.814058454E+02,3.180156248E+00,1.847378179E+00,4.353341078E-01,1.312860341E-01
a1463,3.795880189E+02,4.249293002E+00,2.445701255E+00,5.608213928E-01,1.561654709E-01
a1464,3.801891928E+02,5.050442897E+00,2.909128936E+00,6.663095117E-01,1.849258929E-01
