asset_ref,no_damage,slight,moderate,extreme,complete
a4989,1.751445058E+01,9.743501302E-02,1.628700741E-01,1.093219975E-01,1.159223360E-01
a499,2.739337430E+01,3.367713064E-01,2.014569537E-01,5.057690816E-02,1.782053351E-02
a4990,1.754137816E+01,9.221484773E-02,1.539926628E-01,1.032154786E-01,1.091988499E-01
a4991,1.845056748E+01,1.107373412E-01,1.849227990E-01,1.238321819E-01,1.299402010E-01
a4992,1.856870465E+01,8.660206776E-02,1.446135098E-01,9.698545766E-02,1.030943176E-01
a4993,1.859023232E+01,8.210383901E-02,1.371431082E-01,9.205949078E-02,9.846124408E-02
a4994,1.859176755E+01,8.179194614E-02,1.366210690E-01,9.170981984E-02,9.810961247E-02
a4995,1.790349535E+01,2.221699873E-01,3.725829854E-01,2.495569517E-01,2.521947265E-01
a4996,1.849627450E+01,9.812373772E-02,1.651888315E-01,1.124743959E-01,1.279385317E-01
a4997,1.844624379E+01,1.115302831E-01,1.862791765E-01,1.247801707E-01,1.311665768E-01
a4998,1.848629917E+01,1.034288066E-01,1.728003826E-01,1.158418836E-01,1.216297567E-01
a4999,1.834771065E+01,1.313138587E-01,2.195918992E-01,1.472318722E-01,1.541517199E-01
a5,9.809037211E-01,1.094973089E-02,6.291700504E-03,1.442694867E-03,4.121525970E-04
a50,1.959420692E+00,2.360673478E-02,1.335358088E-02,2.922780384E-03,6.962115077E-04
a500,2.744761514E+01,3.120409590E-01,1.830467310E-01,4.381340447E-02,1.348376700E-02
a5000,1.865399523E+01,6.969477339E-02,1.162232600E-01,7.781637290E-02,8.227036375E-02
a5001,1.849566149E+01,1.005483758E-01,1.683743491E-01,1.134136003E-01,1.220021810E-01
a5002,1.821355465E+01,1.573577479E-01,2.639241503E-01,1.776472740E-01,1.875161787E-01
a5003,1.842862396E+01,1.147877602E-01,1.919258031E-01,1.287839089E-01,1.358785682E-01
a5004,1.792853129E+01,2.155292856E-01,3.619053960E-01,2.431720434E-01,2.508619835E-01
a5005,1.862461293E+01,7.526255102E-02,1.256741452E-01,8.433705892E-02,9.011331120E-02
a5006,1.870042027E+01,6.000061458E-02,1.001157169E-01,6.717014757E-02,7.229324870E-02
a5007,1.862060844E+01,7.604692444E-02,1.269806320E-01,8.521221726E-02,9.115178866E-02
a5008,1.930488704E+01,1.402426273E-01,2.343919332E-01,1.569690049E-01,1.635093946E-01
a5009,1.949623962E+01,1.012275307E-01,1.690510352E-01,1.133310975E-01,1.201507171E-01
a501,2.742372091E+01,3.212263371E-01,1.913957437E-01,4.753685154E-02,1.612015475E-02
a5010,1.926470650E+01,1.463798730E-01,2.455684566E-01,1.655959496E-01,1.777492183E-01
a5011,1.963978686E+01,7.223540328E-02,1.205380247E-01,8.083502298E-02,8.660469188E-02
a5012,1.947345182E+01,1.051835174E-01,1.760250114E-01,1.184328634E-01,1.269067838E-01
a5013,1.947376959E+01,1.040555565E-01,1.744839231E-01,1.178976852E-01,1.297932494E-01
a5014,1.940886952E+01,1.192686590E-01,1.991556300E-01,1.333147081E-01,1.393914847E-01
a5015,1.891756248E+01,2.201989465E-01,3.686711209E-01,2.463677230E-01,2.471997299E-01
a5016,1.940235166E+01,1.181497189E-01,1.982887305E-01,1.340730325E-01,1.471368551E-01
a5017,1.947901592E+01,1.048995255E-01,1.752122467E-01,1.174349699E-01,1.234373389E-01
a5018,1.947925743E+01,1.024112190E-01,1.720435314E-01,1.166445112E-01,1.296433066E-01
a5019,1.961725869E+01,7.640841990E-02,1.276682908E-01,8.581450615E-02,9.285008995E-02
a502,2.740836741E+01,3.358501074E-01,1.957928111E-01,4.619353600E-02,1.379613865E-02
a5020,1.946030572E+01,1.069613535E-01,1.792830115E-01,1.210199543E-01,1.324299640E-01
a5021,1.961739684E+01,7.680094382E-02,1.281369226E-01,8.588513358E-02,9.178015512E-02
a5022,2.005067577E+01,1.950610424E-01,3.251931711E-01,2.160147992E-01,2.130552126E-01
a5023,2.003188939E+01,1.928709497E-01,3.239270160E-01,2.184230238E-01,2.328896197E-01
a5024,2.043187874E+01,1.136320522E-01,1.900979740E-01,1.278011487E-01,1.365900822E-01
a5025,2.044332911E+01,1.115406401E-01,1.864565888E-01,1.251956025E-01,1.334780565E-01
a5026,1.992302376E+01,2.177436437E-01,3.648720822E-01,2.444820398E-01,2.498784793E-01
a5027,2.041943820E+01,1.126410846E-01,1.898752374E-01,1.295681140E-01,1.484773632E-01
a5028,2.031169421E+01,1.386999195E-01,2.318151419E-01,1.553243437E-01,1.624663809E-01
a5029,2.040307323E+01,1.157381134E-01,1.950478115E-01,1.330464910E-01,1.530943579E-01
a503,2.835925893E+01,3.706895703E-01,2.112622048E-01,4.702161968E-02,1.176767936E-02
a5030,2.057980051E+01,8.437458502E-02,1.408042583E-01,9.438720200E-02,1.006334470E-01
a5031,2.033835935E+01,1.329614137E-01,2.222409734E-01,1.490177689E-01,1.574204924E-01
a5032,2.063044578E+01,7.396186684E-02,1.234643641E-01,8.286995090E-02,8.925804255E-02
a5033,2.140008665E+01,1.176389393E-01,1.978530670E-01,1.343882476E-01,1.500330958E-01
a5034,2.129733828E+01,1.396282626E-01,2.340922003E-01,1.578805968E-01,1.710606603E-01
a5035,2.150842382E+01,9.855321363E-02,1.646071093E-01,1.104597979E-01,1.179560625E-01
a5036,2.141136219E+01,1.169357004E-01,1.959792686E-01,1.322273824E-01,1.434954545E-01
a5037,2.157131129E+01,8.589945522E-02,1.433751580E-01,9.617153176E-02,1.032425669E-01
a5038,2.165006775E+01,7.089248306E-02,1.179780747E-01,7.872785694E-02,8.233383435E-02
a5039,2.137476746E+01,1.213470441E-01,2.044600063E-01,1.394087287E-01,1.600167609E-01
a504,2.845495136E+01,3.091147101E-01,1.803667856E-01,4.271066509E-02,1.285647804E-02
a5040,2.149935084E+01,1.006075945E-01,1.679594543E-01,1.125890326E-01,1.194930751E-01
a5041,2.249299961E+01,1.015486382E-01,1.696218039E-01,1.138577741E-01,1.219721747E-01
a5042,2.148580858E+01,3.041262745E-01,5.120029011E-01,3.447840156E-01,3.532782257E-01
a5043,2.238255331E+01,1.230610567E-01,2.060347473E-01,1.387466162E-01,1.496042721E-01
a5044,2.238838984E+01,1.225893298E-01,2.049834235E-01,1.376813955E-01,1.463560107E-01
a5045,2.239154598E+01,1.175312576E-01,1.981509603E-01,1.353512192E-01,1.574205836E-01
a5046,2.235100183E+01,1.261481584E-01,2.125191328E-01,1.448486354E-01,1.654822405E-01
a5047,2.320422787E+01,1.576681488E-01,2.645613433E-01,1.786855761E-01,1.948570569E-01
a5048,2.345804049E+01,1.087403964E-01,1.816011577E-01,1.218260134E-01,1.297919433E-01
a5049,2.342752323E+01,1.149003475E-01,1.918914326E-01,1.286989711E-01,1.369860236E-01
a505,2.825374480E+01,4.250937104E-01,2.470083638E-01,5.756788415E-02,1.658523875E-02
a5050,2.348754130E+01,1.030947261E-01,1.720032872E-01,1.152058300E-01,1.221548614E-01
a5051,2.295039067E+01,2.113810845E-01,3.539971024E-01,2.374426686E-01,2.467884793E-01
a5052,2.339156064E+01,1.225196932E-01,2.045101713E-01,1.369611822E-01,1.444483179E-01
a5053,2.345406630E+01,1.105726015E-01,1.842854587E-01,1.230974159E-01,1.279782257E-01
a5054,2.349716132E+01,1.007568940E-01,1.682938636E-01,1.129717136E-01,1.208162121E-01
a5055,2.341238176E+01,1.181783751E-01,1.973229773E-01,1.322484650E-01,1.398684229E-01
a5056,2.314340099E+01,1.702182088E-01,2.856231374E-01,1.927520272E-01,2.080056331E-01
a5057,2.342906448E+01,1.164603403E-01,1.937427516E-01,1.289267671E-01,1.318056605E-01
a5058,2.314601378E+01,1.714134548E-01,2.868281067E-01,1.925276710E-01,2.032169921E-01
a5059,2.436315609E+01,1.233307873E-01,2.080058034E-01,1.421253123E-01,1.633820043E-01
a506,2.837885110E+01,3.571081483E-01,2.050224387E-01,4.655997449E-02,1.245834094E-02
a5060,2.433579952E+01,1.335667545E-01,2.230614687E-01,1.494929932E-01,1.580792671E-01
a5061,2.432849166E+01,1.350395362E-01,2.255862889E-01,1.512378351E-01,1.596446782E-01
a5062,2.433492933E+01,1.319390424E-01,2.210441759E-01,1.490975093E-01,1.629899419E-01
a5063,2.430821375E+01,1.346275067E-01,2.267861145E-01,1.545428607E-01,1.758297715E-01
a5064,2.459629919E+01,8.065444015E-02,1.346633366E-01,9.045601226E-02,9.792702390E-02
a5065,2.411997672E+01,1.751906195E-01,2.937286188E-01,1.979610436E-01,2.131429953E-01
a5066,2.418930705E+01,1.651619016E-01,2.753345036E-01,1.835263597E-01,1.866701856E-01
a5067,2.434948318E+01,1.279185807E-01,2.148533974E-01,1.456351985E-01,1.621096388E-01
a5068,2.376734720E+01,2.487671036E-01,4.168810219E-01,2.795268791E-01,2.874777965E-01
a5069,2.431126589E+01,1.386611993E-01,2.315460131E-01,1.551055334E-01,1.634213641E-01
a507,2.841312879E+01,3.333933268E-01,1.943003965E-01,4.574978547E-02,1.342770090E-02
a5070,2.430903022E+01,1.339678517E-01,2.258938805E-01,1.542273332E-01,1.768807186E-01
a5071,2.449861656E+01,1.009048230E-01,1.683550699E-01,1.127846064E-01,1.193389390E-01
a5072,2.438972151E+01,1.237574358E-01,2.062506682E-01,1.377013645E-01,1.425690259E-01
a5073,2.532008498E+01,1.350106859E-01,2.263017497E-01,1.527371557E-01,1.658654240E-01
a5074,2.540089607E+01,1.203064052E-01,2.008703788E-01,1.346805775E-01,1.432465735E-01
a5075,2.519417392E+01,1.600758103E-01,2.684796527E-01,1.812104918E-01,1.960601275E-01
a5076,2.536793139E+01,1.291434182E-01,2.148368093E-01,1.429072252E-01,1.451811532E-01
a5077,2.530348021E+01,1.380828102E-01,2.315120296E-01,1.563327328E-01,1.705922162E-01
a5078,2.535543730E+01,1.280989556E-01,2.145965246E-01,1.447379612E-01,1.571292571E-01
a5079,2.550466045E+01,9.930193262E-02,1.657406511E-01,1.111711089E-01,1.191258602E-01
a508,2.815721266E+01,4.797084785E-01,2.789232845E-01,6.507126940E-02,1.908430554E-02
a5080,2.536778504E+01,1.268741904E-01,2.119148302E-01,1.421465662E-01,1.512793691E-01
a5081,2.636027386E+01,1.269309558E-01,2.125943662E-01,1.434041186E-01,1.567967016E-01
a5082,2.613311748E+01,1.720401415E-01,2.886135684E-01,1.948564195E-01,2.113723886E-01
a5083,2.657399079E+01,8.513307555E-02,1.421262390E-01,9.545676010E-02,1.032931308E-01
a5084,2.636025222E+01,1.288604573E-01,2.149978819E-01,1.439290562E-01,1.519603834E-01
a5085,2.639528739E+01,1.218894587E-01,2.033313663E-01,1.360998400E-01,1.433919488E-01
a5086,2.628626367E+01,1.426671019E-01,2.385905157E-01,1.603579920E-01,1.721207156E-01
a5087,2.656694706E+01,8.734221556E-02,1.455506289E-01,9.737370883E-02,1.027863843E-01
a5088,2.619596129E+01,1.590092837E-01,2.668419529E-01,1.803993629E-01,1.977881068E-01
a5089,2.729298928E+01,1.421405337E-01,2.373600763E-01,1.590968752E-01,1.684132373E-01
a509,2.835568573E+01,3.646757406E-01,2.136130651E-01,5.078735632E-02,1.523811240E-02
a5090,2.740245516E+01,1.198463186E-01,2.001216776E-01,1.342595799E-01,1.433172663E-01
a5091,2.677150099E+01,2.471323761E-01,4.141075897E-01,2.780268984E-01,2.892321436E-01
a5092,2.718262705E+01,1.626006984E-01,2.725549611E-01,1.838232099E-01,1.983940832E-01
a5093,2.657183037E+01,2.901405417E-01,4.856291274E-01,3.246394936E-01,3.277604646E-01
a5094,2.720017612E+01,1.580681580E-01,2.652460455E-01,1.793598448E-01,1.971498295E-01
a5095,2.833099520E+01,1.346728700E-01,2.247670535E-01,1.505640256E-01,1.590008478E-01
a5096,2.831735435E+01,1.370729693E-01,2.288827634E-01,1.534692443E-01,1.632206738E-01
a5097,2.812097205E+01,1.759157443E-01,2.943712092E-01,1.978565398E-01,2.108844530E-01
a5098,2.770279300E+01,2.590263083E-01,4.348388707E-01,2.929897601E-01,3.103520600E-01
a5099,2.811202987E+01,1.788909259E-01,2.989276590E-01,2.003142177E-01,2.098373309E-01
a51,1.962661809E+00,2.168240877E-02,1.228781972E-02,2.707342631E-03,6.606196743E-04
a510,2.840012202E+01,3.317526730E-01,1.988578976E-01,5.047782398E-02,1.878958215E-02
a5100,2.816167761E+01,1.624192917E-01,2.737442803E-01,1.867592566E-01,2.153995568E-01
a5101,2.723003000E+01,3.572310825E-01,6.000307979E-01,4.028039518E-01,4.099041643E-01
a5102,2.807874637E+01,1.823722121E-01,3.060028687E-01,2.067373599E-01,2.261411867E-01
a5103,2.810154012E+01,1.791689568E-01,3.000908310E-01,2.020413139E-01,2.171587741E-01
a5104,2.769439831E+01,2.641306456E-01,4.419372015E-01,2.957844825E-01,3.037493616E-01
a5105,2.826123430E+01,1.465464129E-01,2.455148676E-01,1.656341617E-01,1.810702587E-01
a5106,2.844641266E+01,1.112723592E-01,1.856710181E-01,1.244423357E-01,1.322016248E-01
a5107,2.827214184E+01,1.423963923E-01,2.393298590E-01,1.625180213E-01,1.836138838E-01
a5108,2.913890979E+01,1.729399616E-01,2.891023528E-01,1.939895333E-01,2.050583580E-01
a5109,2.918768330E+01,1.629012983E-01,2.722780584E-01,1.827468905E-01,1.943904499E-01
a511,2.851093268E+01,2.841827767E-01,1.610068563E-01,3.541216187E-02,8.465521693E-03
a5110,2.925402780E+01,1.483977065E-01,2.485732165E-01,1.675998856E-01,1.814013951E-01
a5111,2.820591150E+01,3.618531667E-01,6.076994128E-01,4.079957367E-01,4.165401826E-01
a5112,2.918889538E+01,1.573109564E-01,2.649608978E-01,1.806278073E-01,2.082049590E-01
a5113,2.890887028E+01,2.197798294E-01,3.675755377E-01,2.463887028E-01,2.573856501E-01
a5114,2.944234011E+01,1.121068667E-01,1.870526901E-01,1.253670557E-01,1.331332794E-01
a5115,2.919136322E+01,1.627671418E-01,2.719588316E-01,1.823453115E-01,1.915654915E-01
a5116,3.037470190E+01,1.255908305E-01,2.095810985E-01,1.404776815E-01,1.496484862E-01
a5117,3.043771053E+01,1.128549242E-01,1.883047451E-01,1.262489524E-01,1.348808498E-01
a5118,3.032246370E+01,1.364671839E-01,2.276308786E-01,1.523780953E-01,1.610601389E-01
a5119,3.019439652E+01,1.607808968E-01,2.689645114E-01,1.809004640E-01,1.949576072E-01
a512,2.861984583E+01,2.165066165E-01,1.253941170E-01,2.941193368E-02,8.841497836E-03
a5120,3.026770340E+01,1.474426431E-01,2.461136811E-01,1.648742426E-01,1.738660321E-01
a5121,3.017197278E+01,1.611844540E-01,2.713963612E-01,1.848467798E-01,2.105996262E-01
a5122,3.025005593E+01,1.505228903E-01,2.513939866E-01,1.686066883E-01,1.794205060E-01
a5123,3.012285385E+01,1.707764269E-01,2.876937355E-01,1.960306563E-01,2.226453297E-01
a5124,2.976863176E+01,2.470112570E-01,4.139206718E-01,2.782273996E-01,2.922089144E-01
a5125,3.013445542E+01,1.731266230E-01,2.895969841E-01,1.946359360E-01,2.081850322E-01
a5126,3.018229423E+01,1.632473501E-01,2.731812112E-01,1.838050644E-01,1.974721487E-01
a5127,3.117800551E+01,1.629031177E-01,2.730401693E-01,1.843371411E-01,2.017140656E-01
a5128,3.104748381E+01,1.909848597E-01,3.194406170E-01,2.145235274E-01,2.275671876E-01
a5129,3.137018407E+01,1.261477175E-01,2.106688188E-01,1.414238428E-01,1.515755496E-01
a513,2.925768982E+01,4.255431685E-01,2.453322703E-01,5.612035937E-02,1.531438673E-02
a5130,3.110768271E+01,1.727251455E-01,2.912600880E-01,1.989079240E-01,2.294241311E-01
a5131,3.149318736E+01,1.012648215E-01,1.690588367E-01,1.135482386E-01,1.229407395E-01
a5132,3.109190165E+01,1.760712111E-01,2.967242298E-01,2.024038044E-01,2.328991019E-01
a5133,3.118978187E+01,1.606205044E-01,2.691135574E-01,1.815913633E-01,1.988927009E-01
a5134,3.116515023E+01,1.679736398E-01,2.805200001E-01,1.879969069E-01,1.983592215E-01
a5135,3.129583683E+01,1.441858186E-01,2.396499193E-01,1.592222813E-01,1.611051492E-01
a5136,3.139000786E+01,1.227397220E-01,2.047453164E-01,1.371498399E-01,1.453572590E-01
a5137,3.107993841E+01,1.790762117E-01,3.017263074E-01,2.056342045E-01,2.336248659E-01
a5138,3.135606669E+01,1.330502302E-01,2.205134780E-01,1.457723813E-01,1.445972166E-01
a5139,3.152798414E+01,2.967003468E-01,4.968134427E-01,3.330819099E-01,3.454201568E-01
a514,2.949826325E+01,2.861019526E-01,1.655834557E-01,3.863890721E-02,1.141243259E-02
a5140,3.216842545E+01,1.682278032E-01,2.805756945E-01,1.875622463E-01,1.952088064E-01
a5141,3.204304957E+01,1.889731043E-01,3.171313304E-01,2.144751588E-01,2.363708366E-01
a5142,3.227662871E+01,1.434063659E-01,2.402540990E-01,1.621844493E-01,1.775263796E-01
a5143,3.176161383E+01,2.474709203E-01,4.147400694E-01,2.790877426E-01,2.970874397E-01
a5144,3.257731551E+01,8.728134756E-02,1.445056538E-01,9.551086289E-02,9.538663024E-02
a5145,3.213051091E+01,1.733859627E-01,2.901973484E-01,1.953312829E-01,2.105744987E-01
a5146,3.245010626E+01,1.101646378E-01,1.838440223E-01,1.233450648E-01,1.325400172E-01
a5147,3.298219060E+01,2.051865297E-01,3.426741702E-01,2.294501222E-01,2.404985801E-01
a5148,3.302736191E+01,1.960079560E-01,3.273092084E-01,2.191865820E-01,2.301343441E-01
a5149,3.314915969E+01,1.652646027E-01,2.782486424E-01,1.896044768E-01,2.177225896E-01
a515,2.953951487E+01,2.631833939E-01,1.518257865E-01,3.520811706E-02,1.026783478E-02
a5150,3.323915801E+01,1.531978965E-01,2.555732393E-01,1.711095501E-01,1.809613077E-01
a5151,3.292246824E+01,2.132826611E-01,3.577739299E-01,2.416368587E-01,2.648383054E-01
a5152,3.336708839E+01,1.267921829E-01,2.116661383E-01,1.420395806E-01,1.524137110E-01
a5153,3.333709601E+01,1.333403604E-01,2.224799652E-01,1.490735757E-01,1.580100896E-01
a5154,3.437402893E+01,1.264816486E-01,2.107596238E-01,1.409032448E-01,1.478265539E-01
a5155,3.408349485E+01,1.849478492E-01,3.087514562E-01,2.067120946E-01,2.160937481E-01
a5156,3.369302152E+01,2.623825481E-01,4.393793235E-01,2.951432438E-01,3.100733673E-01
a5157,3.444363112E+01,1.113313306E-01,1.858362842E-01,1.247620747E-01,1.344391857E-01
a5158,3.397784168E+01,2.020114145E-01,3.389978375E-01,2.292149823E-01,2.519340817E-01
a5159,3.446074273E+01,1.077789797E-01,1.799030507E-01,1.208064143E-01,1.307688247E-01
a516,2.937627341E+01,3.471027476E-01,2.072837162E-01,5.170551448E-02,1.763460871E-02
a5160,3.410984621E+01,1.730986276E-01,2.916159146E-01,1.988310012E-01,2.266082416E-01
a5161,3.486120519E+01,2.262083980E-01,3.793334770E-01,2.559509577E-01,2.773019815E-01
a5162,3.512539619E+01,1.703968001E-01,2.866271572E-01,1.950033974E-01,2.225764517E-01
a5163,3.538675985E+01,1.239848772E-01,2.064801095E-01,1.379351532E-01,1.448400144E-01
a5164,3.507670027E+01,1.850551967E-01,3.093861113E-01,2.077956332E-01,2.210627892E-01
a5165,3.511424862E+01,1.767470204E-01,2.957295454E-01,1.989973075E-01,2.142775059E-01
a5166,3.499495515E+01,1.959800692E-01,3.300519662E-01,2.247577717E-01,2.542550426E-01
a5167,3.462357160E+01,2.780832786E-01,4.648679182E-01,3.111654086E-01,3.223117976E-01
a5168,3.505910796E+01,1.832717127E-01,3.086668407E-01,2.103006806E-01,2.386528040E-01
a5169,3.501279617E+01,1.985727127E-01,3.316924218E-01,2.223193546E-01,2.346193392E-01
a517,2.883825864E+01,6.669374255E-01,3.847672802E-01,8.706884578E-02,2.296780704E-02
a5170,3.510046997E+01,1.807920646E-01,3.019008764E-01,2.023712032E-01,2.144658866E-01
a5171,3.471514190E+01,2.560132184E-01,4.293973552E-01,2.894830263E-01,3.099645034E-01
a5172,3.568064451E+01,2.631384333E-01,4.409631897E-01,2.968809297E-01,3.183729357E-01
a5173,3.603497207E+01,1.888001151E-01,3.176151510E-01,2.159203829E-01,2.426922852E-01
a5174,3.598180309E+01,1.984486544E-01,3.341714683E-01,2.275583880E-01,2.580183989E-01
a5175,3.577003713E+01,2.447974380E-01,4.105222323E-01,2.768532613E-01,2.977899429E-01
a5176,3.596918356E+01,2.100829482E-01,3.498950224E-01,2.330849246E-01,2.377535481E-01
a5177,3.622702918E+01,1.545509025E-01,2.583413924E-01,1.736582225E-01,1.864203041E-01
a5178,3.601837060E+01,1.942869005E-01,3.258403489E-01,2.201822641E-01,2.413198837E-01
a5179,3.637981545E+01,1.246652348E-01,2.079257742E-01,1.393229699E-01,1.482705742E-01
a518,2.938247843E+01,3.416816208E-01,2.049726733E-01,5.195291256E-02,1.891436606E-02
a5180,3.628743210E+01,1.430474737E-01,2.386954288E-01,1.600117312E-01,1.708132620E-01
a5181,3.588794960E+01,2.199203361E-01,3.690790126E-01,2.495252842E-01,2.735257715E-01
a5182,3.698951933E+01,1.961851516E-01,3.304112965E-01,2.252096107E-01,2.586746108E-01
a5183,3.699681996E+01,2.014457605E-01,3.365794100E-01,2.257712885E-01,2.393835840E-01
a5184,3.712543153E+01,1.760101771E-01,2.937494800E-01,1.967745128E-01,2.080342996E-01
a5185,3.796087284E+01,2.090051855E-01,3.490915831E-01,2.339887322E-01,2.470416587E-01
a5186,3.807282987E+01,1.864959554E-01,3.113422571E-01,2.086345044E-01,2.206974168E-01
a5187,3.824777229E+01,1.511410439E-01,2.521791339E-01,1.690078194E-01,1.798997135E-01
a5188,3.730048981E+01,3.393375013E-01,5.694044165E-01,3.834943537E-01,4.072739149E-01
a5189,3.799018611E+01,1.998770905E-01,3.350947601E-01,2.263436262E-01,2.484984126E-01
a519,2.941510414E+01,3.286267776E-01,1.939062483E-01,4.714267042E-02,1.522016651E-02
a5190,3.790726764E+01,2.121483134E-01,3.576418048E-01,2.440381054E-01,2.789041324E-01
a5191,3.819113643E+01,1.628551913E-01,2.716527602E-01,1.818949745E-01,1.924606438E-01
a5192,3.800360220E+01,2.011602560E-01,3.356551982E-01,2.245826933E-01,2.349996535E-01
a5193,3.787367789E+01,2.193097435E-01,3.695019888E-01,2.517914151E-01,2.857189586E-01
a5194,3.847322863E+01,1.085464535E-01,1.798370567E-01,1.190021328E-01,1.193857252E-01
a5195,3.838163638E+01,1.248115764E-01,2.079319291E-01,1.390400799E-01,1.465800374E-01
a5196,3.739797526E+01,3.215284757E-01,5.385878888E-01,3.617325067E-01,3.801758674E-01
a5197,3.743469589E+01,3.135148526E-01,5.254235833E-01,3.532927079E-01,3.730729674E-01
a5198,3.812287960E+01,1.765320379E-01,2.945605249E-01,1.972770106E-01,2.087508259E-01
a5199,3.890383509E+01,2.195953663E-01,3.672948931E-01,2.467869224E-01,2.624877294E-01
a52,1.960771961E+00,2.223289544E-02,1.296913374E-02,3.076321529E-03,9.496878860E-04
a520,2.936540899E+01,3.498052112E-01,2.109976657E-01,5.399108515E-02,1.979705033E-02
a5200,3.924442814E+01,1.518213959E-01,2.533531589E-01,1.698410804E-01,1.805562297E-01
a5201,3.814823294E+01,3.717965859E-01,6.235212170E-01,4.190685939E-01,4.373806673E-01
a5202,3.922467103E+01,1.556486716E-01,2.597521596E-01,1.741523064E-01,1.857758314E-01
a5203,3.892156947E+01,2.137056235E-01,3.583422659E-01,2.420233725E-01,2.643592649E-01
a5204,3.889971168E+01,2.210622525E-01,3.693537283E-01,2.476926146E-01,2.621797278E-01
a5205,3.984343317E+01,2.308172899E-01,3.864256320E-01,2.600944223E-01,2.792294842E-01
a5206,3.965551562E+01,2.683314501E-01,4.495773805E-01,3.027072634E-01,3.238682859E-01
a5207,3.953525886E+01,2.926479218E-01,4.903765760E-01,3.300188300E-01,3.516978077E-01
a5208,4.019145732E+01,1.623120346E-01,2.708817801E-01,1.816136566E-01,1.937352057E-01
a5209,3.973205705E+01,2.520090427E-01,4.226392714E-01,2.852099838E-01,3.080846476E-01
a521,2.945350148E+01,3.157729346E-01,1.799259448E-01,4.029686129E-02,1.050277676E-02
a5210,3.982991432E+01,2.380107390E-01,3.965787916E-01,2.643864848E-01,2.711096629E-01
a5211,4.114507059E+01,1.720850402E-01,2.870544001E-01,1.922321777E-01,2.035577928E-01
a5212,4.104574514E+01,1.923061746E-01,3.207736773E-01,2.146823664E-01,2.264926427E-01
a5213,4.101729090E+01,1.971389188E-01,3.292428864E-01,2.208572558E-01,2.354700342E-01
a5214,4.105846081E+01,1.886297530E-01,3.151599909E-01,2.116015048E-01,2.261479383E-01
a5215,4.006100212E+01,3.896195100E-01,6.530642511E-01,4.385524527E-01,4.577616630E-01
a5216,4.130861733E+01,1.396202421E-01,2.326007289E-01,1.555071799E-01,1.636545236E-01
a5217,4.143963646E+01,1.146909746E-01,1.903165810E-01,1.263478402E-01,1.290081393E-01
a5218,4.110425563E+01,3.780040485E-01,6.345514591E-01,4.276709607E-01,4.555179047E-01
a5219,4.202764339E+01,1.947597335E-01,3.253628710E-01,2.184225125E-01,2.338114917E-01
a522,2.936919007E+01,3.553828513E-01,2.086157485E-01,5.033780439E-02,1.647352613E-02
a5220,4.148572830E+01,3.013381674E-01,5.055361445E-01,3.410147488E-01,3.663826388E-01
a5221,4.177027237E+01,2.470662517E-01,4.129286607E-01,2.769824899E-01,2.927502277E-01
a5222,4.206417817E+01,1.874499742E-01,3.131118428E-01,2.101861685E-01,2.250738395E-01
a5223,4.188427854E+01,2.220656103E-01,3.717026327E-01,2.503113008E-01,2.716419199E-01
a5224,4.174337244E+01,2.484083009E-01,4.168972360E-01,2.819145551E-01,3.094074717E-01
a5225,4.130958775E+01,3.375363707E-01,5.662105405E-01,3.814453968E-01,4.052199452E-01
a5226,4.177014474E+01,2.395080110E-01,4.035618297E-01,2.750326914E-01,3.117527282E-01
a5227,4.213224424E+01,1.741144754E-01,2.906966623E-01,1.950043175E-01,2.079403066E-01
a5228,4.177112474E+01,2.388621275E-01,4.024021631E-01,2.742566346E-01,3.133543365E-01
a5229,4.300291642E+01,1.945534821E-01,3.271193479E-01,2.224227710E-01,2.529879764E-01
a523,2.951686621E+01,2.757369102E-01,1.594533961E-01,3.711269735E-02,1.083078856E-02
a5230,4.301928541E+01,1.973527611E-01,3.293129387E-01,2.205729063E-01,2.334759828E-01
a5231,4.380971809E+01,2.317554976E-01,3.899108147E-01,2.652762259E-01,3.033393685E-01
a5232,4.417610180E+01,1.652304236E-01,2.757631416E-01,1.849642800E-01,1.979403522E-01
a5233,4.375282434E+01,2.432377042E-01,4.095530748E-01,2.788170846E-01,3.155677957E-01
a5234,4.384089360E+01,2.342462387E-01,3.908810775E-01,2.615016299E-01,2.724774537E-01
a5235,4.418080726E+01,1.645019107E-01,2.744716837E-01,1.839947676E-01,1.962243785E-01
a5236,4.361185134E+01,2.778561004E-01,4.650885293E-01,3.126914710E-01,3.325125638E-01
a5237,4.365803763E+01,2.675895450E-01,4.481625977E-01,3.017737189E-01,3.244365122E-01
a5238,4.370210133E+01,2.527707524E-01,4.258390779E-01,2.901381433E-01,3.291506971E-01
a5239,4.384096421E+01,2.331392391E-01,3.893238505E-01,2.609183760E-01,2.756543218E-01
a524,3.042294949E+01,3.170262776E-01,1.917848424E-01,4.954975366E-02,1.868963940E-02
a5240,4.387963117E+01,2.253422498E-01,3.762122099E-01,2.520856493E-01,2.667287256E-01
a5241,4.482368054E+01,2.365862845E-01,3.950580281E-01,2.647517171E-01,2.799234322E-01
a5242,4.512240704E+01,1.766898616E-01,2.947260899E-01,1.973935172E-01,2.087834934E-01
a5243,4.504627569E+01,1.907073855E-01,3.186222047E-01,2.140382150E-01,2.303565068E-01
